func_before,lines_before
"bool Chapters::Atom::ExpandDisplaysArray()
{
    if (m_displays_size > m_displays_count)
        return true;  // nothing else to do
    const int size = (m_displays_size == 0) ? 1 : 2 * m_displays_size;
    Display* const displays = new (std::nothrow) Display[size];
    if (displays == NULL)
        return false;
    for (int idx = 0; idx < m_displays_count; ++idx)
    {
        m_displays[idx].ShallowCopy(displays[idx]);
    }
    delete[] m_displays;
    m_displays = displays;
    m_displays_size = size;
    return true;
}
","{
    if (m_displays_size > m_displays_count)
        return true;  // nothing else to do
    const int size = (m_displays_size == 0) ? 1 : 2 * m_displays_size;
    Display* const displays = new (std::nothrow) Display[size];
    if (displays == NULL)
        return false;
    for (int idx = 0; idx < m_displays_count; ++idx)
    {
        m_displays[idx].ShallowCopy(displays[idx]);
    }
    delete[] m_displays;
    m_displays = displays;
    m_displays_size = size;
    return true;
}
"
"bool Chapters::ExpandEditionsArray()
{
    if (m_editions_size > m_editions_count)
        return true;  // nothing else to do
 
    const int size = (m_editions_size == 0) ? 1 : 2 * m_editions_size;
 
    Edition* const editions = new (std::nothrow) Edition[size];
 
    if (editions == NULL)
        return false;
 
    for (int idx = 0; idx < m_editions_count; ++idx)
    {
        m_editions[idx].ShallowCopy(editions[idx]);
     }
 
    delete[] m_editions;
    m_editions = editions;
 
    m_editions_size = size;
    return true;
 }
","{
    if (m_editions_size > m_editions_count)
        return true;  // nothing else to do
    const int size = (m_editions_size == 0) ? 1 : 2 * m_editions_size;
    Edition* const editions = new (std::nothrow) Edition[size];
    if (editions == NULL)
        return false;
    for (int idx = 0; idx < m_editions_count; ++idx)
    {
        m_editions[idx].ShallowCopy(editions[idx]);
    delete[] m_editions;
    m_editions = editions;
    m_editions_size = size;
    return true;
"
"const CuePoint::TrackPosition* CuePoint::Find(const Track* pTrack) const
{
    assert(pTrack);
 
    const long long n = pTrack->GetNumber();
 
    const TrackPosition* i = m_track_positions;
    const TrackPosition* const j = i + m_track_positions_count;
 
    while (i != j)
    {
        const TrackPosition& p = *i++;
 
        if (p.m_track == n)
            return &p;
    }
    return NULL;  //no matching track number found
 }
","{
    assert(pTrack);
    const long long n = pTrack->GetNumber();
    const TrackPosition* i = m_track_positions;
    const TrackPosition* const j = i + m_track_positions_count;
    while (i != j)
    {
        const TrackPosition& p = *i++;
        if (p.m_track == n)
            return &p;
    }
    return NULL;  //no matching track number found
"
"const Cluster* Segment::FindCluster(long long time_ns) const
{
    if ((m_clusters == NULL) || (m_clusterCount <= 0))
        return &m_eos;
 
    {
        Cluster* const pCluster = m_clusters[0];
        assert(pCluster);
        assert(pCluster->m_index == 0);
 
        if (time_ns <= pCluster->GetTime())
            return pCluster;
    }
 
 
    long i = 0;
    long j = m_clusterCount;
 
    while (i < j)
    {
        const long k = i + (j - i) / 2;
        assert(k < m_clusterCount);
        Cluster* const pCluster = m_clusters[k];
        assert(pCluster);
        assert(pCluster->m_index == k);
        const long long t = pCluster->GetTime();
        if (t <= time_ns)
            i = k + 1;
        else
            j = k;
        assert(i <= j);
    }
    assert(i == j);
    assert(i > 0);
    assert(i <= m_clusterCount);
    const long k = i - 1;
 
     Cluster* const pCluster = m_clusters[k];
     assert(pCluster);
     assert(pCluster->m_index == k);
    assert(pCluster->GetTime() <= time_ns);
 
    return pCluster;
 }
","{
    if ((m_clusters == NULL) || (m_clusterCount <= 0))
        return &m_eos;
    {
        Cluster* const pCluster = m_clusters[0];
        assert(pCluster);
        assert(pCluster->m_index == 0);
        if (time_ns <= pCluster->GetTime())
            return pCluster;
    }
    long i = 0;
    long j = m_clusterCount;
    while (i < j)
    {
        const long k = i + (j - i) / 2;
        assert(k < m_clusterCount);
        Cluster* const pCluster = m_clusters[k];
        assert(pCluster);
        assert(pCluster->m_index == k);
        const long long t = pCluster->GetTime();
        if (t <= time_ns)
            i = k + 1;
        else
            j = k;
        assert(i <= j);
    }
    assert(i == j);
    assert(i > 0);
    assert(i <= m_clusterCount);
    const long k = i - 1;
    assert(pCluster->GetTime() <= time_ns);
    return pCluster;
"
"const Cluster* Segment::FindOrPreloadCluster(long long requested_pos)
{
    if (requested_pos < 0)
        return 0;
 
    Cluster** const ii = m_clusters;
    Cluster** i = ii;
 
    const long count = m_clusterCount + m_clusterPreloadCount;
 
    Cluster** const jj = ii + count;
    Cluster** j = jj;
 
    while (i < j)
    {
 
        Cluster** const k = i + (j - i) / 2;
        assert(k < jj);
        Cluster* const pCluster = *k;
        assert(pCluster);
        const long long pos = pCluster->GetPosition();
        assert(pos >= 0);
        if (pos < requested_pos)
            i = k + 1;
        else if (pos > requested_pos)
            j = k;
        else
            return pCluster;
    }
    assert(i == j);
    Cluster* const pCluster = Cluster::Create(
                                this,
                                -1,
                                requested_pos);
     assert(pCluster);
 
    const ptrdiff_t idx = i - m_clusters;
 
    PreloadCluster(pCluster, idx);
    assert(m_clusters);
    assert(m_clusterPreloadCount > 0);
    assert(m_clusters[idx] == pCluster);
 
    return pCluster;
 }
","{
    if (requested_pos < 0)
        return 0;
    Cluster** const ii = m_clusters;
    Cluster** i = ii;
    const long count = m_clusterCount + m_clusterPreloadCount;
    Cluster** const jj = ii + count;
    Cluster** j = jj;
    while (i < j)
    {
        Cluster** const k = i + (j - i) / 2;
        assert(k < jj);
        Cluster* const pCluster = *k;
        assert(pCluster);
        const long long pos = pCluster->GetPosition();
        assert(pos >= 0);
        if (pos < requested_pos)
            i = k + 1;
        else if (pos > requested_pos)
            j = k;
        else
            return pCluster;
    }
    assert(i == j);
    Cluster* const pCluster = Cluster::Create(
                                this,
                                -1,
                                requested_pos);
    const ptrdiff_t idx = i - m_clusters;
    PreloadCluster(pCluster, idx);
    assert(m_clusters);
    assert(m_clusterPreloadCount > 0);
    assert(m_clusters[idx] == pCluster);
    return pCluster;
"
"const Chapters::Atom* Chapters::Edition::GetAtom(int index) const
{
    if (index < 0)
        return NULL;
 
    if (index >= m_atoms_count)
        return NULL;
 
    return m_atoms + index;
 }
","{
    if (index < 0)
        return NULL;
    if (index >= m_atoms_count)
        return NULL;
    return m_atoms + index;
"
"int Chapters::Edition::GetAtomCount() const
{
    return m_atoms_count;
 }
","{
    return m_atoms_count;
"
"long long AudioTrack::GetBitDepth() const
{
    return m_bitDepth;
}
","{
    return m_bitDepth;
}
"
"const Block* Track::EOSBlock::GetBlock() const
{
    return NULL;
}
","{
    return NULL;
}
"
"const Block* SimpleBlock::GetBlock() const
{
    return &m_block;
}
","{
    return &m_block;
}
"
"const Block* BlockGroup::GetBlock() const
{
    return &m_block;
}
","{
    return &m_block;
}
"
"const BlockEntry* Cues::GetBlock(
    const CuePoint* pCP,
    const CuePoint::TrackPosition* pTP) const
{
    if (pCP == NULL)
        return NULL;
 
    if (pTP == NULL)
        return NULL;
    return m_pSegment->GetBlock(*pCP, *pTP);
 }
","    const CuePoint* pCP,
    const CuePoint::TrackPosition* pTP) const
{
    if (pCP == NULL)
        return NULL;
    if (pTP == NULL)
        return NULL;
    return m_pSegment->GetBlock(*pCP, *pTP);
"
"const BlockEntry* Segment::GetBlock(
    const CuePoint& cp,
    const CuePoint::TrackPosition& tp)
{
    Cluster** const ii = m_clusters;
    Cluster** i = ii;
 
    const long count = m_clusterCount + m_clusterPreloadCount;
 
    Cluster** const jj = ii + count;
    Cluster** j = jj;
 
    while (i < j)
    {
 
        Cluster** const k = i + (j - i) / 2;
        assert(k < jj);
        Cluster* const pCluster = *k;
        assert(pCluster);
        const long long pos = pCluster->GetPosition();
        assert(pos >= 0);
        if (pos < tp.m_pos)
            i = k + 1;
        else if (pos > tp.m_pos)
            j = k;
        else
            return pCluster->GetEntry(cp, tp);
    }
    assert(i == j);
    Cluster* const pCluster = Cluster::Create(this, -1, tp.m_pos); //, -1);
     assert(pCluster);
 
    const ptrdiff_t idx = i - m_clusters;
 
    PreloadCluster(pCluster, idx);
    assert(m_clusters);
    assert(m_clusterPreloadCount > 0);
    assert(m_clusters[idx] == pCluster);
 
    return pCluster->GetEntry(cp, tp);
 }
","    const CuePoint& cp,
    const CuePoint::TrackPosition& tp)
{
    Cluster** const ii = m_clusters;
    Cluster** i = ii;
    const long count = m_clusterCount + m_clusterPreloadCount;
    Cluster** const jj = ii + count;
    Cluster** j = jj;
    while (i < j)
    {
        Cluster** const k = i + (j - i) / 2;
        assert(k < jj);
        Cluster* const pCluster = *k;
        assert(pCluster);
        const long long pos = pCluster->GetPosition();
        assert(pos >= 0);
        if (pos < tp.m_pos)
            i = k + 1;
        else if (pos > tp.m_pos)
            j = k;
        else
            return pCluster->GetEntry(cp, tp);
    }
    assert(i == j);
    Cluster* const pCluster = Cluster::Create(this, -1, tp.m_pos); //, -1);
    const ptrdiff_t idx = i - m_clusters;
    PreloadCluster(pCluster, idx);
    assert(m_clusters);
    assert(m_clusterPreloadCount > 0);
    assert(m_clusters[idx] == pCluster);
    return pCluster->GetEntry(cp, tp);
"
"long long AudioTrack::GetChannels() const
{
    return m_channels;
 }
","{
    return m_channels;
"
"const Chapters* Segment::GetChapters() const
{
  return m_pChapters;
}
","{
  return m_pChapters;
}
"
"const Cluster* BlockEntry::GetCluster() const
{
    return m_pCluster;
}
","{
    return m_pCluster;
}
"
"unsigned long long Track::GetCodecDelay() const
{
    return m_info.codecDelay;
}
","{
    return m_info.codecDelay;
}
"
"const char* Track::GetCodecId() const
{
    return m_info.codecId;
}
","{
    return m_info.codecId;
}
"
"const char* Track::GetCodecNameAsUTF8() const
{
    return m_info.codecNameAsUTF8;
}
","{
    return m_info.codecNameAsUTF8;
}
"
"const unsigned char* Track::GetCodecPrivate(size_t& size) const
{
    size = m_info.codecPrivateSize;
    return m_info.codecPrivate;
}
","{
    size = m_info.codecPrivateSize;
    return m_info.codecPrivate;
}
"
"int SeekHead::GetCount() const
{
    return m_entry_count;
 }
","{
    return m_entry_count;
"
"long Cues::GetCount() const
{
    if (m_cue_points == NULL)
        return -1;
 
    return m_count;  //TODO: really ignore preload count?
}
","{
    if (m_cue_points == NULL)
        return -1;
    return m_count;  //TODO: really ignore preload count?
}
"
"unsigned long Segment::GetCount() const
{
    return m_clusterCount;
}
","{
    return m_clusterCount;
}
"
"const char* Chapters::Display::GetCountry() const
{
    return m_country;
}
","{
    return m_country;
}
"
"const Cues* Segment::GetCues() const
{
    return m_pCues;
}
","{
    return m_pCues;
}
"
"unsigned long long Track::GetDefaultDuration() const
{
    return m_info.defaultDuration;
}
","{
    return m_info.defaultDuration;
}
"
"long long Block::GetDiscardPadding() const
{
    return m_discard_padding;
}
","{
    return m_discard_padding;
}
"
"const Chapters::Display* Chapters::Atom::GetDisplay(int index) const
{
    if (index < 0)
        return NULL;
    if (index >= m_displays_count)
        return NULL;
    return m_displays + index;
}
","{
    if (index < 0)
        return NULL;
    if (index >= m_displays_count)
        return NULL;
    return m_displays + index;
}
"
"int Chapters::Atom::GetDisplayCount() const
{
    return m_displays_count;
}
","{
    return m_displays_count;
}
"
"long long Segment::GetDuration() const
{
    assert(m_pInfo);
    return m_pInfo->GetDuration();
}
","{
    assert(m_pInfo);
    return m_pInfo->GetDuration();
}
"
"long long SegmentInfo::GetDuration() const
{
    if (m_duration < 0)
        return -1;
    assert(m_timecodeScale >= 1);
    const double dd = double(m_duration) * double(m_timecodeScale);
    const long long d = static_cast<long long>(dd);
    return d;
}
","{
    if (m_duration < 0)
        return -1;
    assert(m_timecodeScale >= 1);
    const double dd = double(m_duration) * double(m_timecodeScale);
    const long long d = static_cast<long long>(dd);
    return d;
}
"
"long long BlockGroup::GetDurationTimeCode() const
{
    return m_duration;
}
","{
    return m_duration;
}
"
"const BlockEntry* Track::GetEOS() const
{
    return &m_eos;
}
","{
    return &m_eos;
}
"
"const Chapters::Edition* Chapters::GetEdition(int idx) const
{
    if (idx < 0)
        return NULL;
 
    if (idx >= m_editions_count)
        return NULL;
 
    return m_editions + idx;
 }
","{
    if (idx < 0)
        return NULL;
    if (idx >= m_editions_count)
        return NULL;
    return m_editions + idx;
"
"int Chapters::GetEditionCount() const
{
    return m_editions_count;
 }
","{
    return m_editions_count;
"
"long long Cluster::GetElementSize() const
{
    return m_element_size;
}
","{
    return m_element_size;
}
"
"long Cluster::GetEntry(long index, const mkvparser::BlockEntry*& pEntry) const
{
    assert(m_pos >= m_element_start);
    pEntry = NULL;
    if (index < 0)
        return -1;  //generic error
    if (m_entries_count < 0)
        return E_BUFFER_NOT_FULL;
    assert(m_entries);
    assert(m_entries_size > 0);
    assert(m_entries_count <= m_entries_size);
    if (index < m_entries_count)
    {
        pEntry = m_entries[index];
        assert(pEntry);
        return 1;  //found entry
     }
 
    if (m_element_size < 0)        //we don't know cluster end yet
        return E_BUFFER_NOT_FULL;  //underflow
 
    const long long element_stop = m_element_start + m_element_size;
 
    if (m_pos >= element_stop)
        return 0;  //nothing left to parse
    return E_BUFFER_NOT_FULL;  //underflow, since more remains to be parsed
}
","{
    assert(m_pos >= m_element_start);
    pEntry = NULL;
    if (index < 0)
        return -1;  //generic error
    if (m_entries_count < 0)
        return E_BUFFER_NOT_FULL;
    assert(m_entries);
    assert(m_entries_size > 0);
    assert(m_entries_count <= m_entries_size);
    if (index < m_entries_count)
    {
        pEntry = m_entries[index];
        assert(pEntry);
        return 1;  //found entry
    if (m_element_size < 0)        //we don't know cluster end yet
        return E_BUFFER_NOT_FULL;  //underflow
    const long long element_stop = m_element_start + m_element_size;
    if (m_pos >= element_stop)
        return 0;  //nothing left to parse
    return E_BUFFER_NOT_FULL;  //underflow, since more remains to be parsed
}
"
